,split_perc,split_conn,filename,feat_name,run,f1_dev,recall_dev,precision_dev,f1_dev_0,recall_dev_0,prec_dev_0,f1_dev_1,recall_dev_1,prec_dev_1,f1_test,recall_test,precision_test,f1_test_0,recall_test_0,prec_test_0,f1_test_1,recall_test_1,prec_test_1
238,40,attack,ibmcs_all.csv,xlm-roberta-base,0,0.5689638554216867,0.5686237133053755,0.5703125,0.4819277108433735,0.46511627906976744,0.5,0.6559999999999999,0.6721311475409836,0.640625,0.5424811590027102,0.5518484187568157,0.5579271710048588,0.460431654676259,0.39083969465648855,0.5601750547045952,0.6245306633291614,0.7128571428571429,0.5556792873051225
239,40,attack,ibmcs_all.csv,xlm-roberta-large,0,0.6889952153110048,0.6854746473503621,0.7076397780623134,0.6052631578947368,0.5348837209302325,0.696969696969697,0.7727272727272727,0.8360655737704918,0.7183098591549296,0.7000487679902194,0.7041930207197383,0.7266910575405089,0.6475849731663685,0.5526717557251909,0.7818574514038877,0.7525125628140703,0.8557142857142858,0.67152466367713
240,40,attack,ibmcs_all.csv,roberta-base,0,0.6350877192982456,0.6341974837971788,0.6527777777777778,0.5333333333333334,0.46511627906976744,0.625,0.7368421052631579,0.8032786885245902,0.6805555555555556,0.5787891934707685,0.5878298800436206,0.5991051740431564,0.5004533091568449,0.4213740458015267,0.6160714285714286,0.657125077784692,0.7542857142857143,0.5821389195148843
241,40,attack,ibmcs_all.csv,roberta-large,0,0.792533485323454,0.7935569958063287,0.7916666666666667,0.7586206896551724,0.7674418604651163,0.75,0.8264462809917356,0.819672131147541,0.8333333333333334,0.7437708565072302,0.7451199563794983,0.7618229470005824,0.7068965517241379,0.6259541984732825,0.8118811881188119,0.7806451612903225,0.8642857142857143,0.711764705882353
242,40,attack,ibmcs_all.csv,xlm-roberta-base,0,0.5689638554216867,0.5686237133053755,0.5703125,0.4819277108433735,0.46511627906976744,0.5,0.6559999999999999,0.6721311475409836,0.640625,0.5424811590027102,0.5518484187568157,0.5579271710048588,0.460431654676259,0.39083969465648855,0.5601750547045952,0.6245306633291614,0.7128571428571429,0.5556792873051225
243,40,attack,ibmcs_all.csv,xlm-roberta-large,0,0.6889952153110048,0.6854746473503621,0.7076397780623134,0.6052631578947368,0.5348837209302325,0.696969696969697,0.7727272727272727,0.8360655737704918,0.7183098591549296,0.7000487679902194,0.7041930207197383,0.7266910575405089,0.6475849731663685,0.5526717557251909,0.7818574514038877,0.7525125628140703,0.8557142857142858,0.67152466367713
244,40,attack,argmin_all.csv,bert-base,0,0.5210276594946323,0.5223403388725969,0.5232519937471849,0.6021093000958773,0.6330645161290323,0.5740402193784278,0.4399460188933873,0.4116161616161616,0.47246376811594204,0.5200776826310309,0.5225917416595598,0.5239812527709165,0.6096376540903997,0.6517571884984026,0.5726315789473684,0.4305177111716621,0.3934262948207171,0.4753309265944645
245,40,attack,argmin_all.csv,bert-large,0,0.5563364360413666,0.5569098240469208,0.558984628536149,0.629451395572666,0.6592741935483871,0.6022099447513812,0.48322147651006714,0.45454545454545453,0.5157593123209169,0.5539918983909753,0.5545676718047936,0.556464359095938,0.6259541984732824,0.6549520766773163,0.5994152046783626,0.4820295983086681,0.4541832669322709,0.5135135135135135
246,40,attack,argmin_all.csv,distilbert,0,0.48767490694525306,0.49178274682306944,0.4911700503865154,0.5893358278765201,0.6350806451612904,0.5497382198952879,0.386013986013986,0.3484848484848485,0.43260188087774293,0.5114491670297925,0.5136085052760205,0.5143201207491066,0.5987213238059421,0.6357827476038339,0.5657427149964463,0.42417701025364274,0.39143426294820716,0.4628975265017668
247,40,attack,argmin_all.csv,all_lms,0,0.6648549605748049,0.6638970348647768,0.6680868838763576,0.7159533073929961,0.7419354838709677,0.6917293233082706,0.6137566137566137,0.5858585858585859,0.6444444444444445,0.6918884410523207,0.6922915367284854,0.691596489448052,0.7230273752012882,0.7172523961661342,0.7288961038961039,0.6607495069033531,0.6673306772908366,0.654296875
248,40,attack,argmin_all.csv,roberta-base,0,0.5551954123293649,0.5563905180840665,0.5592882836587874,0.6349809885931559,0.6733870967741935,0.6007194244604317,0.47540983606557385,0.4393939393939394,0.5178571428571429,0.5686012480759584,0.568713962043201,0.5704924120313883,0.633808240277243,0.6573482428115016,0.6118959107806692,0.5033942558746737,0.4800796812749004,0.5290889132821076
249,40,attack,argmin_all.csv,roberta-large,0,0.6205791356535477,0.6202346041055719,0.6248763979589139,0.6839577329490875,0.717741935483871,0.653211009174312,0.5572005383580081,0.5227272727272727,0.5965417867435159,0.6692278734322681,0.670045059379097,0.6688826383072863,0.6994313566206337,0.6876996805111821,0.7115702479338843,0.6390243902439025,0.6523904382470119,0.6261950286806883
250,40,attack,argmin_all.csv,xlm-roberta-base,0,0.5163614377937705,0.5185422776148583,0.51956518235588,0.6047393364928909,0.6431451612903226,0.5706618962432916,0.4279835390946502,0.3939393939393939,0.46846846846846846,0.5184832870545946,0.5202846759925155,0.5212670660740335,0.6027913994718973,0.6381789137380192,0.5711222301644031,0.4341751746372918,0.40239043824701193,0.47141190198366395
251,40,attack,argmin_all.csv,xlm-roberta-large,0,0.5658700274084889,0.5657685728250245,0.5666797431503314,0.6252465483234714,0.6391129032258065,0.611969111969112,0.5064935064935066,0.49242424242424243,0.5213903743315508,0.5631577307015224,0.5633297481002508,0.5649688442375101,0.6291875240662302,0.652555910543131,0.6074349442379182,0.4971279373368146,0.47410358565737054,0.5225027442371021
252,40,attack,argmin_all.csv,roberta-base,0,0.5551954123293649,0.5563905180840665,0.5592882836587874,0.6349809885931559,0.6733870967741935,0.6007194244604317,0.47540983606557385,0.4393939393939394,0.5178571428571429,0.5686012480759584,0.568713962043201,0.5704924120313883,0.633808240277243,0.6573482428115016,0.6118959107806692,0.5033942558746737,0.4800796812749004,0.5290889132821076
253,40,attack,argmin_all.csv,roberta-large,0,0.6205791356535477,0.6202346041055719,0.6248763979589139,0.6839577329490875,0.717741935483871,0.653211009174312,0.5572005383580081,0.5227272727272727,0.5965417867435159,0.6692278734322681,0.670045059379097,0.6688826383072863,0.6994313566206337,0.6876996805111821,0.7115702479338843,0.6390243902439025,0.6523904382470119,0.6261950286806883
254,40,attack,argmin_all.csv,xlm-roberta-base,0,0.5163614377937705,0.5185422776148583,0.51956518235588,0.6047393364928909,0.6431451612903226,0.5706618962432916,0.4279835390946502,0.3939393939393939,0.46846846846846846,0.5184832870545946,0.5202846759925155,0.5212670660740335,0.6027913994718973,0.6381789137380192,0.5711222301644031,0.4341751746372918,0.40239043824701193,0.47141190198366395
255,40,attack,argmin_all.csv,xlm-roberta-large,0,0.5658700274084889,0.5657685728250245,0.5666797431503314,0.6252465483234714,0.6391129032258065,0.611969111969112,0.5064935064935066,0.49242424242424243,0.5213903743315508,0.5631577307015224,0.5633297481002508,0.5649688442375101,0.6291875240662302,0.652555910543131,0.6074349442379182,0.4971279373368146,0.47410358565737054,0.5225027442371021
256,40,attack,argmin_all.csv,roberta-base,0,0.5551954123293649,0.5563905180840665,0.5592882836587874,0.6349809885931559,0.6733870967741935,0.6007194244604317,0.47540983606557385,0.4393939393939394,0.5178571428571429,0.5686012480759584,0.568713962043201,0.5704924120313883,0.633808240277243,0.6573482428115016,0.6118959107806692,0.5033942558746737,0.4800796812749004,0.5290889132821076
257,40,attack,argmin_all.csv,roberta-large,0,0.6205791356535477,0.6202346041055719,0.6248763979589139,0.6839577329490875,0.717741935483871,0.653211009174312,0.5572005383580081,0.5227272727272727,0.5965417867435159,0.6692278734322681,0.670045059379097,0.6688826383072863,0.6994313566206337,0.6876996805111821,0.7115702479338843,0.6390243902439025,0.6523904382470119,0.6261950286806883
258,40,attack,argmin_all.csv,xlm-roberta-base,0,0.5163614377937705,0.5185422776148583,0.51956518235588,0.6047393364928909,0.6431451612903226,0.5706618962432916,0.4279835390946502,0.3939393939393939,0.46846846846846846,0.5184832870545946,0.5202846759925155,0.5212670660740335,0.6027913994718973,0.6381789137380192,0.5711222301644031,0.4341751746372918,0.40239043824701193,0.47141190198366395
