,split_perc,split_conn,filename,feat_name,lambda_l1,lambda_l2,num_leaves,feature_fraction,bagging_fraction,bagging_freq,min_child_samples,f1_dev,recall_dev,precision_dev,f1_dev_0,recall_dev_0,prec_dev_0,f1_dev_1,recall_dev_1,prec_dev_1,f1_test,recall_test,precision_test,f1_test_0,recall_test_0,prec_test_0,f1_test_1,recall_test_1,prec_test_1
34,all,attack,argmin_all.csv,distilbert,0.06168861333659005,0.015738652133050136,35,0.4,0.8,1,70,0.5140069806736474,0.5186315441110956,0.5203672718291584,0.6161172161172163,0.6717252396166135,0.5690121786197564,0.4118967452300786,0.3655378486055777,0.4717223650385604,0.5140069806736474,0.5186315441110956,0.5203672718291584,0.6161172161172163,0.6717252396166135,0.5690121786197564,0.4118967452300786,0.3655378486055777,0.4717223650385604
35,all,attack,argmin_all.csv,all_lms,1.6003269005008543e-06,0.6382975469705064,62,1.0,0.8,3,80,0.7286105129854108,0.7295721268281506,0.728093069724833,0.7537525354969574,0.7420127795527156,0.7658697444352844,0.7034684904738642,0.7171314741035857,0.6903163950143816,0.7286105129854108,0.7295721268281506,0.728093069724833,0.7537525354969574,0.7420127795527156,0.7658697444352844,0.7034684904738642,0.7171314741035857,0.6903163950143816
36,all,attack,argmin_all.csv,roberta-base,3.092831431854819e-08,0.004388807568182992,135,1.0,1.0,3,100,0.6330344190873507,0.63254490027112,0.6377644633668573,0.6940326871911819,0.7292332268370607,0.6620739666424945,0.5720361509835193,0.5358565737051793,0.61345496009122,0.6330344190873507,0.63254490027112,0.6377644633668573,0.6940326871911819,0.7292332268370607,0.6620739666424945,0.5720361509835193,0.5358565737051793,0.61345496009122
37,all,attack,argmin_all.csv,roberta-large,0.0010729847689632077,2.6458269985300328e-05,9,1.0,0.5,3,80,0.7072717792681795,0.7078427504041342,0.7068927287413485,0.7360774818401937,0.7284345047923323,0.7438825448613376,0.6784660766961652,0.6872509960159362,0.6699029126213593,0.7072717792681795,0.7078427504041342,0.7068927287413485,0.7360774818401937,0.7284345047923323,0.7438825448613376,0.6784660766961652,0.6872509960159362,0.6699029126213593
38,all,attack,argmin_all.csv,xlm-roberta-base,1.6848300054921968e-05,9.544138233798526e-05,70,0.7000000000000001,0.6000000000000001,1,80,0.5779414099071227,0.5785102401894022,0.5820561941251596,0.6505295007564297,0.6869009584664537,0.617816091954023,0.5053533190578159,0.4701195219123506,0.5462962962962963,0.5779414099071227,0.5785102401894022,0.5820561941251596,0.6505295007564297,0.6869009584664537,0.617816091954023,0.5053533190578159,0.4701195219123506,0.5462962962962963
39,all,attack,argmin_all.csv,xlm-roberta-large,1.4489906787709538e-05,0.019939575954259926,212,0.6000000000000001,0.6000000000000001,3,80,0.6440116318387773,0.643299008439087,0.6473791695030633,0.6989247311827957,0.7268370607028753,0.6730769230769231,0.5890985324947589,0.5597609561752988,0.6216814159292036,0.6440116318387773,0.643299008439087,0.6473791695030633,0.6989247311827957,0.7268370607028753,0.6730769230769231,0.5890985324947589,0.5597609561752988,0.6216814159292036
40,all,attack,perspectrum_all.csv,bert-base,0.10573428391933537,5.623378954462351e-07,240,0.9,1.0,2,90,0.6228608271161462,0.6227756074689256,0.6230050165562048,0.5972920696324951,0.5929339477726574,0.6017147310989868,0.6484295845997974,0.6526172671651937,0.6442953020134228,0.6228608271161462,0.6227756074689256,0.6230050165562048,0.5972920696324951,0.5929339477726574,0.6017147310989868,0.6484295845997974,0.6526172671651937,0.6442953020134228
41,all,attack,perspectrum_all.csv,bert-large,4.692350865249193e-08,0.037287116310112285,212,1.0,0.8,3,90,0.6643311952386179,0.6640314905374882,0.6659016545806726,0.6335847558554981,0.6129032258064516,0.6557107641741988,0.6950776346217377,0.7151597552685248,0.6760925449871465,0.6643311952386179,0.6640314905374882,0.6659016545806726,0.6335847558554981,0.6129032258064516,0.6557107641741988,0.6950776346217377,0.7151597552685248,0.6760925449871465
42,all,attack,perspectrum_all.csv,distilbert,0.006082584924106903,1.1839624669323351e-05,210,0.9,0.4,3,100,0.6046269983105304,0.6052149023465442,0.6048340443242118,0.5906542056074767,0.6067588325652842,0.5753823743627094,0.618599791013584,0.6036709721278042,0.6342857142857142,0.6046269983105304,0.6052149023465442,0.6048340443242118,0.5906542056074767,0.6067588325652842,0.5753823743627094,0.618599791013584,0.6036709721278042,0.6342857142857142
43,all,attack,perspectrum_all.csv,all_lms,0.005903292418113999,0.0006607463809867844,158,1.0,0.5,2,40,0.8271145498100547,0.8259269585775584,0.8303777838936404,0.8105305145592341,0.7803379416282642,0.8431535269709544,0.8436985850608753,0.8715159755268524,0.8176020408163265,0.8271145498100547,0.8259269585775584,0.8303777838936404,0.8105305145592341,0.7803379416282642,0.8431535269709544,0.8436985850608753,0.8715159755268524,0.8176020408163265
44,all,attack,perspectrum_all.csv,roberta-base,1.0051670138896334e-05,8.107737097025938e-05,20,0.8,1.0,1,100,0.6722267173693137,0.6721351662087611,0.6723480769270982,0.6507140100347356,0.6474654377880185,0.6539953452288596,0.6937394247038918,0.6968048946295038,0.6907008086253369,0.6722267173693137,0.6721351662087611,0.6723480769270982,0.6507140100347356,0.6474654377880185,0.6539953452288596,0.6937394247038918,0.6968048946295038,0.6907008086253369
45,all,attack,perspectrum_all.csv,roberta-large,2.8375276990834617e-08,2.484800022405861e-07,18,1.0,0.9,3,70,0.8225635570996396,0.8215523155820518,0.8250453907297352,0.8065027755749405,0.7811059907834101,0.8336065573770491,0.8386243386243386,0.8619986403806934,0.8164842240824212,0.8225635570996396,0.8215523155820518,0.8250453907297352,0.8065027755749405,0.7811059907834101,0.8336065573770491,0.8386243386243386,0.8619986403806934,0.8164842240824212
46,all,attack,perspectrum_all.csv,xlm-roberta-base,0.005950773189917476,4.000910155241151e-08,25,0.8,1.0,1,100,0.6134117095179363,0.6137764835984173,0.6166335532449905,0.5692182410423453,0.5368663594470046,0.6057192374350087,0.6576051779935275,0.69068660774983,0.6275478690549722,0.6134117095179363,0.6137764835984173,0.6166335532449905,0.5692182410423453,0.5368663594470046,0.6057192374350087,0.6576051779935275,0.69068660774983,0.6275478690549722
47,all,attack,perspectrum_all.csv,xlm-roberta-large,3.628569414563695e-07,0.04172174286313524,237,0.8,0.9,1,50,0.7440596743794321,0.7434120596770539,0.7459703417150225,0.7210776545166404,0.6989247311827957,0.7446808510638298,0.7670416942422237,0.787899388171312,0.7472598323662153,0.7440596743794321,0.7434120596770539,0.7459703417150225,0.7210776545166404,0.6989247311827957,0.7446808510638298,0.7670416942422237,0.787899388171312,0.7472598323662153
48,all,support,ibmcs_all.csv,bert-base,0.004370182776778213,0.027780512938310742,142,1.0,1.0,3,90,0.5343534528391937,0.5461613958560524,0.5528221740823193,0.44362969752520626,0.36946564885496186,0.555045871559633,0.625077208153181,0.7228571428571429,0.5505984766050055,0.5343534528391937,0.5461613958560524,0.5528221740823193,0.44362969752520626,0.36946564885496186,0.555045871559633,0.625077208153181,0.7228571428571429,0.5505984766050055
49,all,support,ibmcs_all.csv,bert-large,0.1373550687605206,0.0006866328251493593,119,1.0,0.5,1,80,0.5657851825593762,0.5770447110141766,0.5888120678818354,0.4792626728110599,0.3969465648854962,0.6046511627906976,0.6523076923076924,0.7571428571428571,0.572972972972973,0.5657851825593762,0.5770447110141766,0.5888120678818354,0.4792626728110599,0.3969465648854962,0.6046511627906976,0.6523076923076924,0.7571428571428571,0.572972972972973
50,all,support,ibmcs_all.csv,distilbert,0.01867336223060283,1.6738361857054106e-06,99,0.7000000000000001,0.4,1,40,0.5364507170742833,0.5436205016357688,0.5474860865766331,0.4622144112478031,0.4015267175572519,0.5445134575569358,0.6106870229007634,0.6857142857142857,0.5504587155963303,0.5364507170742833,0.5436205016357688,0.5474860865766331,0.4622144112478031,0.4015267175572519,0.5445134575569358,0.6106870229007634,0.6857142857142857,0.5504587155963303
51,all,support,ibmcs_all.csv,all_lms,0.009535615293539594,5.855065455648262e-07,94,1.0,0.8,2,30,0.7573359288097887,0.7584187568157034,0.7760279557367502,0.7224137931034482,0.6396946564885496,0.8297029702970297,0.7922580645161291,0.8771428571428571,0.7223529411764706,0.7573359288097887,0.7584187568157034,0.7760279557367502,0.7224137931034482,0.6396946564885496,0.8297029702970297,0.7922580645161291,0.8771428571428571,0.7223529411764706
52,all,support,ibmcs_all.csv,roberta-base,4.411130093818005e-08,0.18208627190811313,248,0.9,0.6000000000000001,1,20,0.5813670686460068,0.5906870229007634,0.6027976384727207,0.5022747952684259,0.4213740458015267,0.6216216216216216,0.6604593420235878,0.76,0.58397365532382,0.5813670686460068,0.5906870229007634,0.6027976384727207,0.5022747952684259,0.4213740458015267,0.6216216216216216,0.6604593420235878,0.76,0.58397365532382
53,all,support,ibmcs_all.csv,roberta-large,7.07227507399597e-05,6.224288454094271e-05,152,0.4,0.7000000000000001,3,50,0.7154980492183542,0.7171919302071974,0.7308977379174744,0.6758147512864494,0.601526717557252,0.7710371819960861,0.7551813471502591,0.8328571428571429,0.6907582938388626,0.7154980492183542,0.7171919302071974,0.7308977379174744,0.6758147512864494,0.601526717557252,0.7710371819960861,0.7551813471502591,0.8328571428571429,0.6907582938388626
54,all,support,ibmcs_all.csv,xlm-roberta-base,0.0028657910049224664,0.001016049981125077,45,1.0,1.0,2,10,0.5343422256475434,0.5443620501635769,0.5497790047135872,0.44945848375451264,0.3801526717557252,0.5496688741721855,0.6192259675405742,0.7085714285714285,0.549889135254989,0.5343422256475434,0.5443620501635769,0.5497790047135872,0.44945848375451264,0.3801526717557252,0.5496688741721855,0.6192259675405742,0.7085714285714285,0.549889135254989
55,all,support,ibmcs_all.csv,xlm-roberta-large,0.013419136776682817,1.1354593249738035e-07,31,0.7000000000000001,0.8,2,30,0.7113116062938443,0.7147328244274809,0.7364637672805526,0.6625222024866786,0.5694656488549619,0.7919320594479831,0.76010101010101,0.86,0.6809954751131222,0.7113116062938443,0.7147328244274809,0.7364637672805526,0.6625222024866786,0.5694656488549619,0.7919320594479831,0.76010101010101,0.86,0.6809954751131222
56,all,support,argmin_all.csv,bert-base,8.720705878035351e-07,0.9524644399358793,18,0.8,0.5,1,30,0.5630256761154142,0.5647728574519812,0.5690732879292266,0.6463142218912883,0.6932907348242812,0.6052998605299861,0.47973713033954,0.4362549800796813,0.5328467153284672,0.5630256761154142,0.5647728574519812,0.5690732879292266,0.6463142218912883,0.6932907348242812,0.6052998605299861,0.47973713033954,0.4362549800796813,0.5328467153284672
57,all,support,argmin_all.csv,bert-large,4.3483648717698885e-06,1.7979635094333052e-08,15,1.0,0.9,3,50,0.6083562642300246,0.6090446520626758,0.6164666926671102,0.6835254741539606,0.7340255591054313,0.639526791927627,0.5331870543060888,0.48406374501992033,0.5934065934065934,0.6083562642300246,0.6090446520626758,0.6164666926671102,0.6835254741539606,0.7340255591054313,0.639526791927627,0.5331870543060888,0.48406374501992033,0.5934065934065934
58,all,support,argmin_all.csv,distilbert,2.3696018512920076e-06,0.010354691415391904,133,1.0,0.5,1,100,0.5285900486190132,0.5341032037982256,0.538055501304973,0.6343229543808834,0.6996805111821086,0.5801324503311258,0.4228571428571429,0.36852589641434264,0.4959785522788204,0.5285900486190132,0.5341032037982256,0.538055501304973,0.6343229543808834,0.6996805111821086,0.5801324503311258,0.4228571428571429,0.36852589641434264,0.4959785522788204
59,all,support,argmin_all.csv,all_lms,8.665742762410468e-08,0.00045896666372289397,9,0.9,0.7000000000000001,2,70,0.7145975162688146,0.7149278286216159,0.7143318976630757,0.7440739252711932,0.7396166134185304,0.7485852869846402,0.685121107266436,0.6902390438247012,0.6800785083415113,0.7145975162688146,0.7149278286216159,0.7143318976630757,0.7440739252711932,0.7396166134185304,0.7485852869846402,0.685121107266436,0.6902390438247012,0.6800785083415113
60,all,support,argmin_all.csv,roberta-base,0.3121722401265332,0.0004202752493180698,24,0.6000000000000001,0.7000000000000001,2,80,0.611468292523988,0.6114121787609943,0.6162918731207385,0.6777735706171903,0.7148562300319489,0.6443484521238301,0.5451630144307856,0.5079681274900398,0.5882352941176471,0.611468292523988,0.6114121787609943,0.6162918731207385,0.6777735706171903,0.7148562300319489,0.6443484521238301,0.5451630144307856,0.5079681274900398,0.5882352941176471
